Age,Gender,Country,Employment_Status,Annual_Income,Current_Savings,Retirement_Age_Goal,Risk_Tolerance,Contribution_Amount,Contribution_Frequency,Employer_Contribution,Total_Annual_Contribution,Years_Contributed,Investment_Type,Fund_Name,Annual_Return_Rate,Volatility,Fees_Percentage,Projected_Pension_Amount,Expected_Annual_Payout,Inflation_Adjusted_Payout,Years_of_Payout,Survivor_Benefits,Transaction_Amount,Transaction_Date,Suspicious_Flag,Anomaly_Score,Marital_Status,Number_of_Dependents,Education_Level,Health_Status,Life_Expectancy_Estimate,Home_Ownership_Status,Debt_Level,Monthly_Expenses,Savings_Rate,Investment_Experience_Level,Financial_Goals,Insurance_Coverage,Portfolio_Diversity_Score,Tax_Benefits_Eligibility,Government_Pension_Eligibility,Private_Pension_Eligibility,Pension_Type,Withdrawal_Strategy,Transaction_Channel,Geo_Location,Time_of_Transaction,Transaction_Pattern_Score,Previous_Fraud_Flag,Account_Age
26,Other,Australia,Self-employed,124159,208271,66,Low,1024,Annually,593,6833,39,Bonds,Patel-Johnson,2.82,4.5,1.11,316977,33877,30746,13,Yes,8266,9/29/2021,No,0.06,Widowed,0,PhD,Average,85,Mortgage,117699,6377,0.29,Expert,Legacy Planning,Yes,0.38,Yes,No,Yes,Defined Benefit,Fixed,Online,Leefurt,15:24:16,0.41,No,6
60,Male,UK,Self-employed,50052,12508,65,Low,644,Quarterly,544,14412,32,ETF,"Rogers, Edwards and Sullivan",2.87,3.35,1.49,496169,59598,61013,24,Yes,5860,8/26/2024,No,0.07,Married,2,High School,Good,78,Own,32274,9656,0.1,Expert,Home Purchase,Yes,0.41,No,Yes,Yes,Defined Benefit,Bucket,Branch,Christophertown,10:16:52,0.42,Yes,16
48,Male,USA,Retired,52180,168708,67,Low,761,Annually,994,12885,38,ETF,Wang-Atkins,7.67,3.1,0.13,533002,66743,37921,23,Yes,5818,8/9/2020,No,0.22,Single,1,Bachelor's,Average,90,Rent,106205,2578,0.12,Intermediate,Home Purchase,No,0.77,Yes,No,No,Defined Contribution,Dynamic,ATM,Robertfurt,19:47:19,0.86,No,11
38,Other,Australia,Full-time,119671,73481,61,Low,202,Annually,899,14668,39,Mutual Fund,"Roberson, Ward and Ward",10.92,3.95,1.18,389223,30817,58697,20,Yes,6576,6/23/2020,No,0.48,Divorced,4,Master's,Good,78,Mortgage,42792,5529,0.05,Expert,Travel,No,0.44,Yes,Yes,Yes,Defined Benefit,Bucket,ATM,Brownview,1:52:45,0.83,No,6
64,Other,Canada,Unemployed,102152,297286,68,High,1777,Annually,665,15190,27,Real Estate,Thomas Group,3.8,1.45,1.69,473861,65102,18325,12,Yes,496,3/2/2020,No,0.27,Married,4,Bachelor's,Good,93,Mortgage,143731,7707,0.06,Expert,Home Purchase,Yes,0.18,No,No,Yes,Defined Contribution,Bucket,Online,Port Alexanderville,9:08:15,0.63,No,14
26,Male,Germany,Self-employed,110264,435350,61,Medium,794,Monthly,493,13385,28,Bonds,Schroeder Ltd,7.03,4.64,0.17,659094,36553,68340,13,No,9506,6/30/2025,No,0.44,Single,4,Master's,Good,87,Mortgage,163811,1897,0.22,Intermediate,Healthcare,Yes,0.37,Yes,No,Yes,Defined Benefit,Fixed,Online,North Rachel,21:28:08,0.11,No,18
53,Other,Germany,Part-time,105107,280777,67,Low,759,Monthly,349,21580,37,Bonds,"Singleton, Cook and Fields",10.63,4.58,0.82,203450,77938,29234,19,Yes,7677,9/25/2020,No,0.12,Widowed,3,Bachelor's,Average,90,Mortgage,190355,7301,0.24,Beginner,Home Purchase,Yes,0.57,No,No,Yes,Defined Contribution,Fixed,Branch,Danachester,12:40:33,0.72,No,25
25,Male,Canada,Full-time,67370,92365,68,High,818,Annually,680,15884,15,Stocks,Moreno-Jones,3.57,1.66,1.28,664041,50753,41890,29,No,6182,6/15/2022,No,0.39,Single,2,Master's,Average,90,Own,191128,8946,0.25,Expert,Travel,Yes,0.17,No,No,No,Defined Contribution,Fixed,Branch,Millerchester,11:39:44,0.47,No,22
56,Other,Australia,Retired,66377,408951,67,High,1733,Annually,715,7705,10,Stocks,Wilson-Moon,5.36,4.32,1.99,154621,21519,13157,23,Yes,3657,11/3/2024,No,0.62,Widowed,2,PhD,Good,77,Mortgage,142095,5947,0.21,Beginner,Legacy Planning,Yes,0.95,No,Yes,No,Defined Benefit,Fixed,ATM,Jeffreystad,23:04:04,0.92,No,26
43,Male,USA,Self-employed,125892,36675,63,High,111,Monthly,989,18728,10,Bonds,"Adams, Callahan and Hodges",8.78,4.55,0.23,998614,74626,25888,15,No,2943,8/8/2024,No,0.52,Single,2,PhD,Average,92,Rent,4268,2116,0.2,Intermediate,Healthcare,Yes,0.96,No,No,No,Defined Contribution,Bucket,Branch,South Monicafort,4:29:54,0.35,No,17
59,Other,Australia,Full-time,128778,104117,63,Medium,547,Quarterly,411,13777,34,Real Estate,Todd Group,8.43,3.21,0.37,223072,47730,71961,28,No,2910,1/7/2020,No,0.09,Divorced,2,PhD,Average,81,Rent,147408,8440,0.26,Intermediate,Home Purchase,Yes,0.88,No,No,Yes,Defined Benefit,Bucket,Branch,Hancockberg,12:25:00,0.49,No,25
47,Male,Germany,Full-time,147281,129163,65,High,1084,Quarterly,250,1396,14,ETF,"Mitchell, Sanford and Castro",7.81,3.81,1.24,125052,56367,34613,12,Yes,6950,4/23/2023,No,0.72,Widowed,1,PhD,Poor,75,Rent,34122,9639,0.23,Expert,Home Purchase,No,0.67,No,No,Yes,Defined Contribution,Dynamic,Branch,Carlosshire,19:53:42,0.83,No,29
36,Male,Germany,Self-employed,127861,28222,65,Low,1918,Quarterly,433,14214,18,Mutual Fund,"Wade, Edwards and Roberts",2.45,5,1.04,659697,64375,68830,24,No,2752,6/5/2020,Yes,0.2,Divorced,1,Bachelor's,Good,89,Rent,27417,1024,0.21,Expert,Home Purchase,No,0.31,No,Yes,Yes,Defined Benefit,Dynamic,ATM,Sylviatown,23:54:18,0.58,No,19
44,Female,Australia,Self-employed,85895,133457,61,Low,1497,Monthly,453,19039,8,Stocks,"Foster, Scott and Zimmerman",7.72,4.9,1.36,242618,43477,74503,26,Yes,8657,5/29/2020,No,0.38,Divorced,3,High School,Poor,79,Mortgage,172928,9390,0.28,Expert,Home Purchase,No,0.34,Yes,No,No,Defined Contribution,Fixed,Branch,Aaronchester,23:27:47,0.07,No,11
26,Female,UK,Unemployed,117896,150607,63,Low,144,Quarterly,968,13005,25,Stocks,Proctor-Sawyer,2.4,4.63,1.41,890913,25700,45367,18,Yes,4611,5/18/2025,No,0.01,Married,1,High School,Good,90,Own,126676,4459,0.25,Beginner,Travel,No,0.14,No,Yes,Yes,Defined Benefit,Bucket,Online,Joseville,21:25:40,0.51,No,11
56,Female,Germany,Unemployed,38231,63046,61,Low,1879,Annually,495,16427,3,Real Estate,Ramos-Davidson,6.43,1.03,1.74,394423,74482,9275,20,Yes,6740,11/25/2022,No,0.46,Widowed,0,High School,Average,81,Own,82661,9158,0.3,Expert,Healthcare,Yes,0.22,Yes,No,Yes,Defined Contribution,Dynamic,Online,Port Katherine,1:15:18,0.8,No,17
54,Male,Australia,Retired,87456,421705,66,High,720,Monthly,396,21945,36,Stocks,Esparza Inc,2.42,3.81,1.02,226756,43057,17048,29,No,1237,6/24/2021,No,0.22,Single,0,Master's,Average,90,Own,168929,7798,0.21,Beginner,Home Purchase,No,0.4,No,No,No,Defined Contribution,Fixed,ATM,New James,19:12:22,1,No,11
39,Female,Canada,Part-time,49774,259073,62,Medium,1214,Quarterly,176,3917,15,Mutual Fund,Herrera Inc,7.7,1.68,1.26,294932,27401,69973,22,No,3130,6/10/2022,No,0.99,Divorced,0,Bachelor's,Average,87,Own,51606,3696,0.16,Beginner,Healthcare,No,0.22,No,No,Yes,Defined Contribution,Dynamic,ATM,Howellfurt,22:18:05,0.21,No,19
46,Female,Canada,Retired,135662,134880,60,High,718,Monthly,449,11184,27,Mutual Fund,"Yang, Lee and Smith",2.58,4.41,1.53,129023,74059,29096,18,No,9500,10/14/2022,No,0.2,Married,2,PhD,Good,93,Mortgage,125197,1463,0.06,Expert,Travel,No,0.82,No,Yes,Yes,Defined Contribution,Bucket,Branch,Crystalfurt,19:54:46,0.53,Yes,23
40,Male,USA,Self-employed,32175,220661,63,Low,501,Annually,118,9775,24,Stocks,Carr-Dougherty,6.44,1.1,1.18,114704,60315,64240,13,No,2637,4/5/2025,No,0.71,Single,2,PhD,Good,86,Mortgage,25803,6268,0.17,Expert,Healthcare,Yes,0.44,Yes,Yes,No,Defined Contribution,Fixed,ATM,East Jonathan,17:12:06,0.26,No,9
56,Male,Canada,Self-employed,101868,321693,62,High,434,Annually,747,5083,11,Mutual Fund,Smith-Adkins,9.66,3.9,0.73,178792,29095,24304,28,No,1644,8/21/2024,No,0.04,Single,3,High School,Average,86,Mortgage,13203,8979,0.15,Beginner,Travel,Yes,0.91,No,No,No,Defined Contribution,Dynamic,Branch,Leeton,6:07:36,0.14,No,21
40,Male,Australia,Unemployed,123406,301890,62,Low,1658,Quarterly,915,9378,11,Mutual Fund,Weber Ltd,11.43,2.32,0.48,298674,32381,38153,16,Yes,8777,11/7/2021,No,0.24,Divorced,1,PhD,Poor,85,Mortgage,129865,5029,0.22,Beginner,Healthcare,Yes,0.88,Yes,No,Yes,Defined Benefit,Fixed,Online,East Jamesborough,9:46:04,0.68,No,11
33,Other,Canada,Retired,103898,107165,61,Medium,626,Annually,864,4641,14,Real Estate,"Hunter, Carr and Roberts",8.25,3.99,1.14,222280,28215,65872,15,Yes,2493,10/27/2024,Yes,0.81,Single,3,Master's,Poor,88,Rent,90525,2007,0.27,Intermediate,Travel,Yes,0.6,No,Yes,No,Defined Contribution,Fixed,Online,Yoderside,3:43:46,0.48,No,8
37,Male,Germany,Full-time,57460,150094,67,Medium,214,Monthly,44,3249,7,Real Estate,"George, Reynolds and Jones",11.13,3.97,1.15,729042,69204,29322,20,Yes,2638,7/4/2022,No,0.65,Divorced,3,PhD,Good,89,Rent,63329,2098,0.23,Beginner,Legacy Planning,Yes,0.35,No,Yes,Yes,Defined Contribution,Dynamic,Online,New Kathryn,16:56:21,0.7,No,16
53,Female,Australia,Part-time,133875,20607,61,Medium,1060,Annually,43,8520,29,Mutual Fund,"Wells, Miller and Wallace",8.65,0.61,0.64,175974,59700,47019,15,Yes,3951,1/27/2024,No,0.48,Married,3,Master's,Good,75,Mortgage,115848,7483,0.2,Beginner,Travel,No,0.28,Yes,Yes,Yes,Defined Benefit,Dynamic,Online,Port Ryanmouth,4:49:21,0.18,No,17
46,Male,UK,Unemployed,80115,298163,65,High,118,Monthly,267,22076,15,Bonds,Martinez Inc,7.11,2.53,1.01,444747,18442,32627,24,No,5514,4/15/2023,No,0.39,Widowed,1,PhD,Average,83,Rent,83194,7010,0.19,Expert,Travel,Yes,0.84,No,No,Yes,Defined Benefit,Dynamic,ATM,South Ryanstad,6:59:44,0.69,No,14
44,Female,USA,Part-time,131895,6904,64,Medium,1462,Quarterly,467,23911,1,ETF,"Flores, Jones and Dodson",8.29,2.65,1.05,81770,48357,51879,10,Yes,5876,11/9/2023,No,0.59,Divorced,0,Bachelor's,Poor,75,Own,32582,5877,0.12,Intermediate,Home Purchase,Yes,0.88,No,Yes,No,Defined Benefit,Fixed,Online,Elizabethmouth,16:18:50,0.51,No,10
43,Other,Germany,Self-employed,80798,415138,62,High,1033,Monthly,436,1745,37,Bonds,"Pena, Russell and Morgan",6.42,3.08,1.32,359227,79983,28316,20,No,5623,11/22/2020,No,0.36,Single,4,Master's,Average,93,Rent,151547,3857,0.05,Beginner,Home Purchase,No,0.6,Yes,Yes,No,Defined Benefit,Dynamic,Branch,Hartmanstad,2:25:32,0.45,No,3
44,Female,Australia,Part-time,115486,67750,67,Medium,1576,Monthly,387,13106,14,ETF,Vega and Sons,8.8,0.81,0.7,813429,72120,53151,24,Yes,1231,3/1/2021,No,0.1,Divorced,0,Master's,Good,94,Mortgage,62096,8991,0.15,Intermediate,Travel,Yes,0.43,Yes,No,Yes,Defined Benefit,Fixed,Online,North Kevin,22:24:09,0.9,No,22
48,Male,Canada,Self-employed,89920,247403,65,High,1167,Monthly,194,8148,3,Bonds,"Peterson, Patrick and Li",11.41,2.34,0.9,937507,59019,62288,15,Yes,8371,10/26/2023,No,0.78,Married,4,High School,Average,84,Mortgage,89219,7422,0.24,Expert,Healthcare,Yes,0.6,Yes,No,No,Defined Benefit,Bucket,Online,Cindyfort,23:04:53,0.16,No,14
31,Other,UK,Retired,66900,39422,62,Low,1617,Monthly,349,11380,1,Bonds,Campbell-Mccoy,8.24,0.75,0.69,301221,24158,19037,19,Yes,5330,9/25/2024,No,0.14,Divorced,0,PhD,Good,88,Rent,101568,4227,0.14,Expert,Legacy Planning,Yes,0.52,No,Yes,No,Defined Benefit,Bucket,ATM,Jacksonshire,21:08:59,0.75,No,25
38,Other,Australia,Unemployed,73222,105522,63,Medium,266,Monthly,318,5728,8,Real Estate,"Shelton, Bryant and Olson",8.1,4.04,1.73,85203,31754,40378,28,No,1216,8/13/2020,No,0.34,Married,4,High School,Good,89,Mortgage,89443,8057,0.1,Intermediate,Travel,Yes,0.94,Yes,No,No,Defined Benefit,Fixed,Online,West James,22:52:31,0.13,No,12
30,Male,Germany,Self-employed,142439,280140,67,High,287,Quarterly,893,15332,8,Real Estate,Olsen Group,2.77,2.24,1.52,999828,18064,60443,23,Yes,591,6/1/2023,No,0.2,Divorced,1,Master's,Poor,86,Own,10842,7324,0.11,Beginner,Legacy Planning,Yes,0.27,No,No,No,Defined Benefit,Bucket,Branch,Huffmouth,4:51:09,0.28,No,28
31,Male,USA,Full-time,121844,265157,68,High,1953,Quarterly,401,20390,21,ETF,Watson Ltd,4.08,1.04,1.95,757604,41995,50754,18,Yes,3460,5/22/2022,No,0.17,Married,3,Bachelor's,Good,75,Rent,63769,2394,0.27,Intermediate,Home Purchase,No,0.17,Yes,No,No,Defined Benefit,Bucket,ATM,North Sharonhaven,2:38:08,0.31,No,1
29,Other,USA,Self-employed,103088,84662,61,Low,1427,Quarterly,345,10866,2,Mutual Fund,"Robinson, Martinez and Willis",5.95,1.59,1.61,503002,60849,62004,17,No,8162,6/20/2020,No,0.22,Divorced,2,PhD,Good,85,Rent,132642,5192,0.11,Beginner,Travel,No,0.67,Yes,Yes,No,Defined Contribution,Bucket,Branch,East Billyfort,0:34:48,0.63,No,18
52,Male,USA,Self-employed,146160,492980,66,High,1018,Quarterly,608,14478,17,Bonds,Boyd and Sons,5.23,2.36,1.87,423693,44559,65156,23,Yes,2133,4/28/2021,No,0.69,Widowed,0,PhD,Poor,80,Own,184305,3920,0.15,Intermediate,Legacy Planning,Yes,0.44,No,Yes,Yes,Defined Contribution,Fixed,Branch,Vancefurt,8:24:49,0.98,No,23
32,Other,USA,Self-employed,149764,108152,61,Medium,1246,Annually,1,23240,21,Stocks,King-Suarez,4.59,1.02,1.92,909407,28585,54627,29,Yes,6822,11/7/2023,No,0.82,Divorced,0,PhD,Good,78,Own,39600,3861,0.21,Expert,Legacy Planning,No,0.87,No,No,Yes,Defined Contribution,Bucket,ATM,Port Shannonhaven,1:57:43,0.66,No,25
28,Other,Australia,Retired,65385,489883,65,Medium,1968,Annually,674,16104,18,Bonds,Lang-Williams,10.35,3.1,1.05,480000,72192,23360,28,Yes,7925,12/28/2024,No,0.11,Single,0,High School,Good,76,Own,130179,8887,0.12,Intermediate,Home Purchase,Yes,0.23,No,No,No,Defined Contribution,Fixed,ATM,Elizabethberg,21:15:08,0.86,No,8
35,Female,Australia,Full-time,147535,435767,66,Low,216,Monthly,760,3087,36,ETF,Carr PLC,9.56,3.78,1.62,680876,14796,8997,18,Yes,4206,12/15/2020,No,0.94,Divorced,4,Bachelor's,Poor,81,Own,135765,5626,0.22,Expert,Healthcare,Yes,0.76,Yes,No,No,Defined Benefit,Bucket,Branch,Lake Wanda,2:07:58,0.5,No,3
42,Other,UK,Full-time,95542,106103,66,Low,1057,Monthly,84,22629,22,Real Estate,"Cook, Schmitt and Bishop",6.5,2.52,0.42,727568,54597,60502,19,Yes,3031,4/24/2021,No,0.46,Married,0,Bachelor's,Average,94,Rent,18652,3131,0.12,Expert,Legacy Planning,No,0.8,Yes,Yes,Yes,Defined Contribution,Dynamic,Online,South Tyler,20:03:15,0.85,Yes,17
49,Female,Canada,Self-employed,148057,270705,67,Medium,1319,Quarterly,823,3661,37,Bonds,"Taylor, Garrett and Fitzgerald",5.41,3.52,1.2,275346,21200,71278,14,No,4998,6/13/2025,No,0.35,Single,0,Master's,Good,79,Rent,18930,3453,0.08,Beginner,Travel,Yes,0.68,No,Yes,Yes,Defined Benefit,Fixed,Online,North Crystalton,4:01:48,0.88,No,2
56,Female,UK,Unemployed,68855,457320,67,Medium,882,Monthly,131,18940,23,Stocks,"Holland, Sutton and Wright",4.48,4.76,1.85,468944,43523,44228,10,Yes,2337,7/27/2025,No,0.72,Widowed,2,PhD,Good,77,Mortgage,84533,9381,0.21,Expert,Travel,No,0.29,Yes,No,Yes,Defined Benefit,Fixed,Branch,New Josephstad,12:14:29,0.55,No,20
32,Female,Australia,Full-time,127360,358777,68,Medium,1928,Quarterly,82,22144,13,Bonds,Brown-Williams,5.72,0.81,1.23,593599,17372,11961,14,Yes,9509,7/25/2020,No,0.8,Single,2,Bachelor's,Poor,79,Rent,128484,9558,0.23,Expert,Legacy Planning,No,0.74,No,No,Yes,Defined Contribution,Bucket,Online,New Matthew,4:41:46,0.07,No,7
54,Female,Germany,Full-time,107226,382766,60,Medium,1794,Quarterly,879,21320,11,Bonds,Diaz Ltd,5.4,0.78,1.03,243702,18251,31877,20,Yes,5730,9/21/2024,No,0.87,Single,2,High School,Average,79,Mortgage,189720,5454,0.09,Intermediate,Travel,No,0.27,Yes,Yes,No,Defined Contribution,Bucket,Branch,Olivershire,6:23:32,0.98,No,9
43,Male,USA,Retired,129383,300825,68,Medium,1335,Quarterly,943,23051,15,Bonds,"Cooper, Johnson and Williams",5.71,4.67,1.37,497580,28752,33555,15,Yes,5165,1/9/2021,No,0.8,Single,3,PhD,Good,88,Own,132831,5559,0.13,Beginner,Legacy Planning,No,0.12,Yes,Yes,Yes,Defined Contribution,Fixed,ATM,Christianport,7:27:16,0.1,No,1
42,Other,Germany,Self-employed,98600,17138,64,Low,534,Monthly,800,2651,14,ETF,Cole and Sons,5.84,0.81,0.86,764944,71862,21167,16,No,9612,2/13/2024,Yes,0.87,Single,1,Bachelor's,Good,79,Own,169192,6130,0.21,Intermediate,Home Purchase,No,0.47,No,Yes,No,Defined Benefit,Bucket,Branch,Waltonshire,13:13:44,0.68,No,9
55,Other,Australia,Unemployed,138536,303552,68,Low,1116,Quarterly,610,21033,23,Mutual Fund,Bell-Bradley,2.96,3.13,0.4,195561,77566,16556,12,Yes,921,3/4/2020,No,0.15,Divorced,1,High School,Good,85,Rent,124366,7747,0.13,Beginner,Healthcare,Yes,0.32,No,No,Yes,Defined Benefit,Dynamic,ATM,Moorestad,20:03:39,0.38,No,8
57,Female,Canada,Unemployed,108454,490902,68,Medium,1285,Quarterly,30,9781,7,ETF,Boyer-Burnett,2.46,0.69,0.88,269233,25186,32742,20,Yes,1389,12/26/2022,No,0.91,Widowed,3,Bachelor's,Good,89,Own,28469,7929,0.19,Intermediate,Legacy Planning,Yes,0.25,No,Yes,No,Defined Contribution,Dynamic,Online,Evansstad,23:25:54,0.98,No,15
46,Other,Australia,Unemployed,87830,87906,62,High,1011,Quarterly,243,5262,10,Stocks,"Gomez, Williamson and Booth",4.27,4.43,0.69,890439,31717,61611,25,Yes,2825,3/2/2025,No,0.43,Married,4,PhD,Good,78,Own,183227,7686,0.22,Expert,Travel,No,0.34,Yes,Yes,No,Defined Contribution,Bucket,Online,East Jeffery,13:53:25,0.07,No,17
42,Other,UK,Full-time,47478,32465,69,Low,1454,Monthly,549,13250,11,Real Estate,Johnson-Reid,10.98,1.41,0.59,145725,34137,58603,22,Yes,8410,12/4/2021,Yes,0.99,Divorced,1,Bachelor's,Poor,92,Mortgage,166806,2422,0.09,Expert,Home Purchase,No,0.65,No,No,No,Defined Benefit,Fixed,ATM,Freemanborough,15:44:40,0.09,No,4
47,Other,Germany,Unemployed,39715,252569,63,Low,1369,Quarterly,789,12448,21,Real Estate,Fischer Ltd,10.8,4.65,1.89,910998,51266,71417,26,Yes,3236,9/20/2021,No,0.01,Divorced,0,Master's,Poor,91,Mortgage,14692,8988,0.06,Expert,Legacy Planning,Yes,0.8,No,Yes,No,Defined Contribution,Fixed,Branch,North Lauratown,2:04:30,0.19,No,29
56,Other,UK,Self-employed,127423,295240,67,High,1750,Monthly,124,18608,39,Mutual Fund,"Watkins, Mccullough and Cooper",2.56,0.91,0.64,930565,18638,72992,29,Yes,6725,2/18/2022,No,0.42,Divorced,2,PhD,Poor,86,Mortgage,143359,4462,0.24,Beginner,Legacy Planning,Yes,0.25,No,No,Yes,Defined Benefit,Dynamic,ATM,North Amyville,22:54:58,0.12,No,17
42,Male,Australia,Unemployed,56086,454378,68,Medium,597,Quarterly,16,23000,20,Mutual Fund,"Taylor, Watts and Bullock",11.25,1.96,0.97,658379,64355,29929,17,No,7644,2/16/2025,No,0.54,Widowed,4,Bachelor's,Good,93,Mortgage,13519,3176,0.17,Beginner,Travel,Yes,0.55,Yes,Yes,Yes,Defined Contribution,Fixed,Branch,Port Robert,8:39:53,0.54,No,8
54,Other,Australia,Retired,30588,270413,69,High,352,Annually,696,2744,19,ETF,Duncan PLC,10.72,2.9,0.87,994376,54388,46024,25,Yes,8531,5/2/2020,No,0.59,Single,4,Master's,Average,90,Own,184170,5684,0.28,Beginner,Legacy Planning,Yes,0.7,No,No,No,Defined Contribution,Dynamic,Online,Higginsmouth,6:56:12,0.89,No,8
31,Male,Canada,Part-time,124360,379434,65,High,1699,Monthly,285,21782,20,Mutual Fund,Romero Inc,9.76,4.67,1.4,393636,71402,27605,23,Yes,7269,9/17/2022,No,0.49,Single,3,PhD,Average,87,Mortgage,123673,4345,0.28,Beginner,Home Purchase,Yes,0.41,Yes,Yes,Yes,Defined Benefit,Fixed,Online,Port Pamelabury,0:02:51,0.83,No,26
51,Other,Australia,Unemployed,47964,227109,61,Medium,1453,Annually,691,5209,35,Stocks,Massey Ltd,3.62,4.32,0.62,557453,26113,67378,24,No,5018,2/1/2023,No,0.03,Widowed,3,Bachelor's,Average,80,Own,151623,2027,0.26,Expert,Travel,Yes,0.65,No,Yes,Yes,Defined Contribution,Bucket,Branch,Perezberg,21:55:45,0.06,No,26
46,Female,USA,Unemployed,60966,91476,60,High,1934,Annually,450,4603,19,Stocks,Peterson Inc,8.34,1.69,1.52,410002,44759,67793,26,No,1119,1/31/2021,No,0.68,Widowed,2,Master's,Average,92,Mortgage,98698,3832,0.25,Beginner,Travel,Yes,0.13,Yes,No,Yes,Defined Contribution,Fixed,ATM,Port Daniel,23:24:04,0.67,No,22
58,Female,Australia,Part-time,142346,40995,63,High,1997,Monthly,495,14389,14,Bonds,Garcia LLC,4.07,2.5,1.07,992393,51862,46058,11,No,6863,5/10/2025,No,0.93,Single,4,High School,Average,94,Rent,96991,1700,0.25,Intermediate,Legacy Planning,Yes,0.45,No,Yes,Yes,Defined Contribution,Dynamic,Branch,North Phillip,16:28:36,0.42,No,13
33,Female,Australia,Part-time,128409,289639,67,High,409,Monthly,886,11113,5,Stocks,Wade PLC,9.69,3.12,1.21,67786,62609,48198,23,Yes,8922,1/5/2024,No,0.48,Widowed,2,Bachelor's,Good,92,Own,34248,6925,0.12,Expert,Legacy Planning,Yes,0.84,No,No,Yes,Defined Contribution,Bucket,Branch,Vanessaside,7:48:44,0.62,No,4
57,Female,Germany,Self-employed,36120,235951,63,Medium,1296,Annually,715,2726,9,Bonds,Mcclain LLC,11.46,4.78,0.81,501618,25557,42931,19,No,2501,8/23/2021,No,0.08,Divorced,0,High School,Poor,76,Rent,90851,4116,0.1,Expert,Healthcare,No,0.4,Yes,No,No,Defined Contribution,Bucket,Branch,Cruzchester,16:37:25,0.74,No,26
27,Female,Germany,Full-time,148028,375718,65,Medium,541,Quarterly,249,18590,18,ETF,Norman Ltd,5.76,2.69,1.64,883916,63795,46409,17,Yes,6829,4/2/2022,No,0.28,Single,0,Bachelor's,Poor,80,Own,190516,5129,0.14,Expert,Travel,Yes,0.91,Yes,Yes,No,Defined Contribution,Bucket,Branch,Combsview,0:18:50,0.56,No,17
58,Female,UK,Part-time,67709,308131,66,Low,1905,Quarterly,997,23086,15,Stocks,Stuart-Gordon,9.24,2.5,0.14,706267,46817,22143,15,No,5909,1/31/2021,No,0.81,Divorced,4,High School,Poor,87,Own,16999,1869,0.17,Intermediate,Legacy Planning,No,1,Yes,No,Yes,Defined Contribution,Dynamic,ATM,South Dana,3:45:36,0.64,No,28
39,Other,Canada,Part-time,32447,127125,60,High,1498,Annually,285,10336,9,Bonds,Williams Group,8.21,0.95,0.88,190619,22882,49928,21,Yes,5570,6/28/2021,No,0.62,Married,0,High School,Poor,81,Rent,115904,3646,0.19,Intermediate,Healthcare,No,0.35,Yes,Yes,No,Defined Benefit,Bucket,ATM,Youngshire,5:45:32,0.19,No,29
41,Other,Germany,Part-time,126334,235509,61,High,465,Monthly,363,5100,5,Stocks,Davis-Smith,9.83,4.86,1.43,864981,24746,35507,25,Yes,2976,10/25/2022,No,0.37,Widowed,1,High School,Good,82,Rent,34761,2405,0.29,Intermediate,Home Purchase,Yes,0.47,Yes,No,Yes,Defined Contribution,Bucket,Online,Foleyberg,13:42:25,0.18,No,9
55,Other,USA,Full-time,82554,426564,65,Low,1757,Annually,676,9144,7,Real Estate,"Garza, Munoz and Vasquez",3.34,4.77,1.68,437553,29193,66797,11,Yes,4128,1/6/2022,No,0.95,Single,0,Master's,Poor,83,Mortgage,12883,9523,0.07,Intermediate,Travel,No,0.8,Yes,Yes,Yes,Defined Contribution,Dynamic,Online,North Andrea,13:58:24,0.11,No,6
47,Male,Canada,Part-time,106119,60613,67,Medium,1997,Monthly,360,9033,17,Real Estate,"Davis, Cruz and Mccarthy",2.79,3.37,0.38,946614,14604,44617,13,No,4913,2/20/2024,No,0.48,Single,3,Bachelor's,Poor,87,Rent,125792,2871,0.11,Beginner,Legacy Planning,Yes,0.34,Yes,Yes,Yes,Defined Contribution,Dynamic,Branch,West Colleen,5:15:47,0.71,No,21
51,Male,UK,Full-time,85508,119279,63,High,705,Quarterly,918,13563,36,Stocks,"Kelly, Spence and Serrano",9.04,4.8,0.23,535104,35365,70532,16,No,8010,12/14/2021,No,0.4,Single,3,Master's,Average,76,Own,193679,2559,0.1,Beginner,Home Purchase,No,0.87,Yes,Yes,Yes,Defined Benefit,Fixed,ATM,Thomasburgh,10:16:13,0.44,No,11
61,Female,Germany,Retired,109736,392029,63,Medium,160,Monthly,958,11891,35,Real Estate,Kelly LLC,3.01,3.68,0.51,657522,66117,33161,29,Yes,799,6/18/2022,No,0.47,Divorced,0,PhD,Good,83,Mortgage,167338,2541,0.08,Expert,Healthcare,No,0.7,Yes,Yes,No,Defined Contribution,Fixed,Branch,Kelliburgh,0:20:55,0.48,No,11
54,Female,Germany,Retired,84948,420860,65,Medium,1957,Quarterly,276,11212,19,ETF,Baker-Schultz,6.03,4.93,0.98,846599,40458,28148,20,No,3013,1/18/2023,No,0.2,Widowed,2,Master's,Poor,92,Rent,134090,8789,0.25,Intermediate,Legacy Planning,Yes,0.54,Yes,Yes,Yes,Defined Contribution,Bucket,ATM,East Crystal,8:04:19,0.76,No,12
